Row_No,Name,Change,Change (%),Price (Intraday),YTD Return (%),3-Mo Return (%),1-Year Return (%),3-Year Return (%),5-Year Return (%),Net Expense Ratio (%),Gross Expense Ratio (%),Net Assets,50 Day Avg,200 Day Avg,52 Week Range,Exchange,Funds by Category,Funds by Company,52 Week Low,52 Week High
126,American Funds Fundamental Invs 529-E,1.54,1.5,104.4,14.28,5.4,23.93,25.53,22.16,0.38,0.38,181206000000.0,102.17,96.63,85.81 105.19,Nasdaq,Large Blend,Capital Group,85.81,105.19
127,American Funds Fundamental Invs 529-F-3,1.55,1.5,104.84,24.91,9.15,26.26,22.88,28.02,0.38,0.38,181206000000.0,102.58,97.01,86.11 105.66,Nasdaq,Large Blend,Capital Group,86.11,105.66
128,American Funds Fundamental Invs 529-F-2,1.56,1.51,104.84,24.91,9.15,26.26,22.88,28.02,0.38,0.38,181206000000.0,102.58,97.01,86.11 105.66,Nasdaq,Large Blend,Capital Group,86.11,105.66
129,American Funds Fundamental Invs F-2,1.55,1.5,104.77,14.59,5.52,24.52,26.15,22.74,0.38,0.38,181206000000.0,102.52,96.95,86.06 105.60,Nasdaq,Large Blend,Capital Group,86.06,105.6
130,American Fds Fundamental Invs F-3,1.55,1.5,104.78,14.66,5.56,24.65,26.26,22.86,0.38,0.38,181206000000.0,102.52,96.96,86.06 105.61,Nasdaq,Large Blend,Capital Group,86.06,105.61
131,American Funds Fundamental Invs R-2E,1.54,1.5,103.91,14.12,5.34,23.66,25.27,21.89,0.38,0.38,181206000000.0,101.69,96.18,85.43 104.69,Nasdaq,Large Blend,Capital Group,85.43,104.69
132,American Funds Fundamental Invs R-1,1.53,1.49,103.88,13.93,5.27,23.31,24.91,21.55,0.38,0.38,181206000000.0,101.68,96.19,85.46 104.67,Nasdaq,Large Blend,Capital Group,85.46,104.67
133,American Funds Fundamental Invs R-2,1.53,1.5,103.67,13.94,5.27,23.3,24.9,21.55,0.38,0.38,181206000000.0,101.47,96.0,85.29 104.46,Nasdaq,Large Blend,Capital Group,85.29,104.46
134,American Funds Fundamental Invs R-3,1.54,1.5,104.4,14.23,5.38,23.85,25.46,22.08,0.38,0.38,181206000000.0,102.17,96.62,85.81 105.19,Nasdaq,Large Blend,Capital Group,85.81,105.19
135,American Funds Fundamental Invs R-4,1.55,1.51,104.47,14.43,5.47,24.23,25.82,22.45,0.38,0.38,181206000000.0,102.22,96.68,85.84 105.27,Nasdaq,Large Blend,Capital Group,85.84,105.27
136,American Funds Fundamental Invs R-5,1.55,1.5,104.98,14.63,5.54,24.6,26.2,22.82,0.38,0.38,181206000000.0,102.72,97.14,86.23 105.81,Nasdaq,Large Blend,Capital Group,86.23,105.81
137,American Funds Fundamental Invs R-6,1.55,1.5,104.87,14.66,5.56,24.66,26.26,22.88,0.38,0.38,181206000000.0,102.61,97.04,86.13 105.70,Nasdaq,Large Blend,Capital Group,86.13,105.7
138,American Funds Fundamental Invs R-5E,1.55,1.51,104.52,14.57,5.51,24.47,26.07,22.71,0.38,0.38,181206000000.0,102.27,96.72,85.86 105.34,Nasdaq,Large Blend,Capital Group,85.86,105.34
139,Fidelity Contrafund K,0.49,1.84,27.08,6.86,2.56,21.92,39.47,24.41,0.67,0.67,179963000000.0,26.37,25.06,22.28 27.18,Nasdaq,Large Growth,Fidelity Investments,22.28,27.18
140,Fidelity Contrafund,0.5,1.89,26.96,6.85,2.57,21.8,39.33,24.36,0.67,0.67,179963000000.0,26.25,24.95,22.18 27.05,Nasdaq,Large Growth,Fidelity Investments,22.18,27.05
141,American Funds New Perspective F-2,1.21,1.63,75.44,5.68,3.27,21.51,24.89,17.98,0.51,0.51,170229000000.0,74.05,72.34,64.54 75.59,Nasdaq,Global Large-Stock Growth,Capital Group,64.54,75.59
142,American Funds New Perspective A,1.22,1.64,75.76,5.57,3.23,21.25,24.59,17.73,0.51,0.51,170229000000.0,74.38,72.66,64.86 75.87,Nasdaq,Global Large-Stock Growth,Capital Group,64.86,75.87
143,American Funds New Perspective 529-A,1.2,1.64,74.34,5.54,3.2,21.21,24.57,17.69,0.51,0.51,170229000000.0,72.99,71.32,63.65 74.51,Nasdaq,Global Large-Stock Growth,Capital Group,63.65,74.51
144,American Funds New Perspective 529-C,1.12,1.63,69.66,5.06,3.01,20.29,23.6,16.8,0.51,0.51,170229000000.0,68.45,66.98,59.81 69.98,Nasdaq,Global Large-Stock Growth,Capital Group,59.81,69.98
145,American Funds New Perspective 529-E,1.18,1.64,73.1,5.39,3.14,20.92,24.27,17.42,0.51,0.51,170229000000.0,71.78,70.17,62.64 73.29,Nasdaq,Global Large-Stock Growth,Capital Group,62.64,73.29
146,American Funds New Perspective 529-F-2,1.22,1.64,75.7,17.99,5.87,25.01,18.1,30.48,0.51,0.51,170229000000.0,74.31,72.58,64.76 75.83,Nasdaq,Global Large-Stock Growth,Capital Group,64.76,75.83
147,American Funds New Perspective 529-F-3,1.22,1.64,75.63,17.99,5.87,25.01,18.1,30.48,0.51,0.51,170229000000.0,74.23,72.5,64.69 75.77,Nasdaq,Global Large-Stock Growth,Capital Group,64.69,75.77
148,American Fds New Perspective F-3,1.22,1.63,75.9,5.75,3.31,21.64,25.03,18.11,0.51,0.51,170229000000.0,74.49,72.75,64.91 76.03,Nasdaq,Global Large-Stock Growth,Capital Group,64.91,76.03
149,American Funds New Perspective C,1.13,1.64,69.98,5.1,3.02,20.34,23.67,16.85,0.51,0.51,170229000000.0,68.75,67.27,60.06 70.27,Nasdaq,Global Large-Stock Growth,Capital Group,60.06,70.27
150,American Funds New Perspective F-1,1.21,1.64,75.07,5.53,3.2,21.18,24.54,17.66,0.51,0.51,170229000000.0,73.7,72.01,64.28 75.19,Nasdaq,Global Large-Stock Growth,Capital Group,64.28,75.19
151,American Funds New Perspective R-1,1.11,1.64,68.8,5.08,3.01,20.3,23.65,16.84,0.51,0.51,170229000000.0,67.6,66.17,59.06 69.20,Nasdaq,Global Large-Stock Growth,Capital Group,59.06,69.2
152,American Funds New Perspective R-2,1.12,1.63,69.93,5.07,3.01,20.32,23.66,16.83,0.51,0.51,170229000000.0,68.71,67.24,60.03 70.26,Nasdaq,Global Large-Stock Growth,Capital Group,60.03,70.26
153,American Funds New Perspective R-3,1.18,1.64,72.95,5.34,3.12,20.85,24.19,17.34,0.51,0.51,170229000000.0,71.64,70.05,62.53 73.16,Nasdaq,Global Large-Stock Growth,Capital Group,62.53,73.16
154,American Funds New Perspective R-4,1.19,1.63,74.18,5.54,3.21,21.19,24.57,17.7,0.51,0.51,170229000000.0,72.83,71.17,63.52 74.35,Nasdaq,Global Large-Stock Growth,Capital Group,63.52,74.35
155,American Funds New Perspective R-5,1.22,1.64,75.79,5.71,3.28,21.56,24.94,18.05,0.51,0.51,170229000000.0,74.39,72.66,64.83 75.92,Nasdaq,Global Large-Stock Growth,Capital Group,64.83,75.92
156,American Funds New Perspective R-6,1.22,1.63,75.96,5.76,3.3,21.62,25.01,18.1,0.51,0.51,170229000000.0,74.55,72.81,64.96 76.09,Nasdaq,Global Large-Stock Growth,Capital Group,64.96,76.09
157,American Funds New Perspective R-5E,1.21,1.64,74.96,5.66,3.26,21.45,24.84,17.93,0.51,0.51,170229000000.0,73.58,71.88,64.14 75.13,Nasdaq,Global Large-Stock Growth,Capital Group,64.14,75.13
158,American Funds New Perspective R-2E,1.18,1.64,73.28,5.26,3.09,20.65,24.0,17.16,0.51,0.51,170229000000.0,71.98,70.37,62.84 73.42,Nasdaq,Global Large-Stock Growth,Capital Group,62.84,73.42
159,Vanguard Information Technology Idx Adm,20.33,4.31,491.96,20.41,9.81,21.78,52.68,30.37,0.09,0.09,169248000000.0,477.16,413.28,342.51 515.18,Nasdaq,Technology,Vanguard,342.51,515.18
160,Vanguard Emerging Markets Stock Index Fund,0.46,1.23,37.89,9.04,0.03,24.57,9.04,0.73,0.13,0.13,163324000000.0,37.39,35.85,31.77 38.72,Nasdaq,Diversified Emerging Mkts,Vanguard,31.77,38.72
161,Vanguard Emerging Markets Stock Index Fund,0.6,1.22,49.74,9.14,0.08,24.75,9.21,0.86,0.13,0.13,163324000000.0,49.09,47.05,41.70 50.84,Nasdaq,Diversified Emerging Mkts,Vanguard,41.7,50.84
162,Vanguard Emerging Markets Stock Index Fund,0.46,1.23,37.83,9.18,0.09,24.79,9.23,0.92,0.13,0.13,163324000000.0,37.33,35.78,31.70 38.67,Nasdaq,Diversified Emerging Mkts,Vanguard,31.7,38.67
163,Vanguard Emerging Markets Stock Index Fund,1.52,1.22,125.85,9.2,0.1,24.82,9.25,0.94,0.13,0.13,163324000000.0,124.19,119.02,105.47 128.64,Nasdaq,Diversified Emerging Mkts,Vanguard,105.47,128.64
164,American Funds Cptl Wld Gr&Inc C,1.19,1.48,81.48,14.28,5.03,23.82,19.9,13.92,0.52,0.52,157738000000.0,79.72,75.46,67.35 81.74,Nasdaq,Global Large-Stock Blend,Capital Group,67.35,81.74
165,American Funds Cptl Wld Gr&Inc F-1,1.21,1.49,82.44,14.72,5.21,24.65,20.73,14.71,0.52,0.52,157738000000.0,80.64,76.32,68.10 82.75,Nasdaq,Global Large-Stock Blend,Capital Group,68.1,82.75
166,American Funds Cptl Wld Gr&Inc A,1.22,1.5,82.72,14.77,5.23,24.74,20.8,14.78,0.52,0.52,157738000000.0,80.91,76.57,68.32 83.03,Nasdaq,Global Large-Stock Blend,Capital Group,68.32,83.03
167,American Funds Cptl Wld Gr&Inc 529-A,1.21,1.49,82.28,14.75,5.22,24.71,20.75,14.75,0.52,0.52,157738000000.0,80.49,76.18,67.96 82.59,Nasdaq,Global Large-Stock Blend,Capital Group,67.96,82.59
168,American Funds Cptl Wld Gr&Inc 529-C,1.21,1.5,82.06,14.22,5.01,23.75,19.82,13.87,0.52,0.52,157738000000.0,80.28,75.98,67.84 82.32,Nasdaq,Global Large-Stock Blend,Capital Group,67.84,82.32
169,American Funds Cptl Wld Gr&Inc 529-E,1.21,1.5,82.14,14.59,5.17,24.4,20.49,14.47,0.52,0.52,157738000000.0,80.35,76.05,67.86 82.43,Nasdaq,Global Large-Stock Blend,Capital Group,67.86,82.43
170,American Funds Cptl Wld Gr&Inc 529-F-2,1.22,1.5,82.7,14.99,5.1,21.22,15.15,25.74,0.52,0.52,157738000000.0,80.88,76.55,68.29 83.02,Nasdaq,Global Large-Stock Blend,Capital Group,68.29,83.02
171,American Funds Cptl Wld Gr&Inc 529-F-3,1.21,1.49,82.67,14.99,5.1,21.22,15.15,25.74,0.52,0.52,157738000000.0,80.86,76.53,68.26 82.99,Nasdaq,Global Large-Stock Blend,Capital Group,68.26,82.99
172,American Funds Cptl Wld Gr&Inc F-3,1.22,1.5,82.67,14.97,5.32,25.14,21.21,15.17,0.52,0.52,157738000000.0,80.86,76.53,68.26 82.99,Nasdaq,Global Large-Stock Blend,Capital Group,68.26,82.99
173,American Funds Cptl Wld Gr&Inc R-2E,1.21,1.49,82.25,14.43,5.11,24.15,20.26,14.23,0.52,0.52,157738000000.0,80.46,76.16,67.97 82.53,Nasdaq,Global Large-Stock Blend,Capital Group,67.97,82.53
174,American Funds Cptl Wld Gr&Inc R-1,1.19,1.48,81.54,14.24,5.02,23.79,19.89,13.89,0.52,0.52,157738000000.0,79.78,75.52,67.41 81.81,Nasdaq,Global Large-Stock Blend,Capital Group,67.41,81.81
175,American Funds Cptl Wld Gr&Inc R-2,1.19,1.49,81.17,14.24,5.02,23.77,19.9,13.9,0.52,0.52,157738000000.0,79.42,75.19,67.11 81.44,Nasdaq,Global Large-Stock Blend,Capital Group,67.11,81.44
176,American Funds Cptl Wld Gr&Inc R-3,1.21,1.5,81.89,14.54,5.14,24.33,20.42,14.42,0.52,0.52,157738000000.0,80.1,75.83,67.66 82.18,Nasdaq,Global Large-Stock Blend,Capital Group,67.66,82.18
177,American Funds Cptl Wld Gr&Inc R-4,1.21,1.49,82.41,14.75,5.22,24.7,20.79,14.76,0.52,0.52,157738000000.0,80.61,76.3,68.07 82.72,Nasdaq,Global Large-Stock Blend,Capital Group,68.07,82.72
178,American Funds Cptl Wld Gr&Inc R-5,1.22,1.5,82.74,14.95,5.3,25.07,21.15,15.1,0.52,0.52,157738000000.0,80.93,76.59,68.32 83.06,Nasdaq,Global Large-Stock Blend,Capital Group,68.32,83.06
179,American Funds Cptl Wld Gr&Inc R-6,1.21,1.48,82.7,14.98,5.33,25.15,21.22,15.15,0.52,0.52,157738000000.0,80.89,76.56,68.29 83.02,Nasdaq,Global Large-Stock Blend,Capital Group,68.29,83.02
180,American Funds Cptl Wld Gr&Inc R-5E,1.22,1.5,82.5,14.88,5.28,24.95,21.02,14.99,0.52,0.52,157738000000.0,80.69,76.37,68.13 82.81,Nasdaq,Global Large-Stock Blend,Capital Group,68.13,82.81
181,American Funds Cptl Wld Gr&Inc F-2,1.22,1.5,82.57,14.9,5.29,25.0,21.09,15.03,0.52,0.52,157738000000.0,80.76,76.43,68.18 82.88,Nasdaq,Global Large-Stock Blend,Capital Group,68.18,82.88
182,Vanguard Total Intl Bd II Idx Investor,0.03,0.35,8.7,2.92,0.58,-4.42,0.0,0.0,0.07,0.07,150972000000.0,8.73,8.8,8.63 9.04,Nasdaq,Global Bond-Usd Hedged,Vanguard,8.63,9.04
183,Vanguard Total Intl Bd II Idx Insl,0.07,0.27,25.81,2.89,0.6,13.15,13.47,12.34,0.07,0.07,150972000000.0,25.89,26.12,25.62 26.83,Nasdaq,Global Bond-Usd Hedged,Vanguard,25.62,26.83
184,American Funds Income Fd of Amer A,0.15,0.54,28.12,8.47,2.6,17.76,7.59,17.38,0.37,0.37,145279000000.0,27.57,27.31,25.85 28.18,Nasdaq,Global Moderate Allocation,Capital Group,25.85,28.18
185,American Funds Income Fd of Amer F-2,0.15,0.54,28.08,8.58,2.65,18.02,7.78,17.64,0.37,0.37,145279000000.0,27.53,27.27,25.80 28.15,Nasdaq,Global Moderate Allocation,Capital Group,25.8,28.15
186,American Funds Income Fd of Amer 529-A,0.15,0.54,28.03,8.44,2.6,17.74,7.57,17.33,0.37,0.37,145279000000.0,27.48,27.22,25.76 28.09,Nasdaq,Global Moderate Allocation,Capital Group,25.76,28.09
187,American Funds Income Fd of Amer 529-C,0.15,0.54,27.95,7.96,2.37,16.84,6.74,16.43,0.37,0.37,145279000000.0,27.41,27.15,25.72 27.99,Nasdaq,Global Moderate Allocation,Capital Group,25.72,27.99
188,American Funds Income Fd of Amer 529-E,0.15,0.54,27.89,8.27,2.51,17.45,7.3,17.03,0.37,0.37,145279000000.0,27.34,27.09,25.65 27.96,Nasdaq,Global Moderate Allocation,Capital Group,25.65,27.96
189,American Funds Income Fd of Amer 529-F-2,0.15,0.54,28.13,12.96,4.81,7.92,17.73,19.27,0.37,0.37,145279000000.0,27.57,27.31,25.85 28.19,Nasdaq,Global Moderate Allocation,Capital Group,25.85,28.19
190,American Funds Income Fd of Amer 529-F-3,0.15,0.54,28.12,12.96,4.81,7.92,17.73,19.27,0.37,0.37,145279000000.0,27.57,27.31,25.84 28.19,Nasdaq,Global Moderate Allocation,Capital Group,25.84,28.19
191,American Funds Income Fd of Amer F-3,0.15,0.54,28.1,8.63,2.67,18.13,7.88,17.75,0.37,0.37,145279000000.0,27.55,27.29,25.82 28.17,Nasdaq,Global Moderate Allocation,Capital Group,25.82,28.17
192,American Funds Income Fd of Amer C,0.15,0.55,27.57,7.98,2.38,16.86,6.81,16.48,0.37,0.37,145279000000.0,27.03,26.79,25.37 27.65,Nasdaq,Global Moderate Allocation,Capital Group,25.37,27.65
193,American Funds Income Fd of Amer F-1,0.15,0.54,28.01,8.42,2.59,17.71,7.54,17.29,0.37,0.37,145279000000.0,27.46,27.2,25.75 28.07,Nasdaq,Global Moderate Allocation,Capital Group,25.75,28.07
194,American Funds Income Fd of Amer R-1,0.15,0.54,27.86,7.96,2.38,16.82,6.75,16.48,0.37,0.37,145279000000.0,27.32,27.06,25.64 27.91,Nasdaq,Global Moderate Allocation,Capital Group,25.64,27.91
195,American Funds Income Fd of Amer R-2,0.15,0.55,27.6,7.96,2.37,16.85,6.77,16.43,0.37,0.37,145279000000.0,27.06,26.82,25.40 27.67,Nasdaq,Global Moderate Allocation,Capital Group,25.4,27.67
196,American Funds Income Fd of Amer R-3,0.15,0.54,27.95,8.21,2.49,17.37,7.22,16.96,0.37,0.37,145279000000.0,27.41,27.15,25.71 28.01,Nasdaq,Global Moderate Allocation,Capital Group,25.71,28.01
197,American Funds Income Fd of Amer R-4,0.15,0.54,28.05,8.42,2.59,17.74,7.57,17.36,0.37,0.37,145279000000.0,27.5,27.24,25.78 28.11,Nasdaq,Global Moderate Allocation,Capital Group,25.78,28.11
198,American Funds Income Fd of Amer R-5,0.15,0.54,28.12,8.6,2.66,18.07,7.87,17.68,0.37,0.37,145279000000.0,27.57,27.31,25.84 28.19,Nasdaq,Global Moderate Allocation,Capital Group,25.84,28.19
199,American Funds Income Fd of Amer R-6,0.15,0.54,28.14,8.66,2.67,18.11,7.92,17.73,0.37,0.37,145279000000.0,27.59,27.33,25.85 28.20,Nasdaq,Global Moderate Allocation,Capital Group,25.85,28.2
200,American Funds Income Fd of Amer R-5E,0.15,0.54,28.06,8.56,2.63,17.94,7.78,17.58,0.37,0.37,145279000000.0,27.51,27.25,25.79 28.12,Nasdaq,Global Moderate Allocation,Capital Group,25.79,28.12
201,American Funds Income Fd of Amer R-2E,0.15,0.54,28.0,8.11,2.49,17.19,7.04,16.81,0.37,0.37,145279000000.0,27.45,27.2,25.76 28.05,Nasdaq,Global Moderate Allocation,Capital Group,25.76,28.05
202,Schwab S&P 500 Index,0.35,1.79,19.95,10.09,4.21,17.88,26.25,28.66,0.02,0.02,144033000000.0,19.26,18.09,16.23 19.60,Nasdaq,Large Blend,Schwab Funds,16.23,19.6
203,American Funds EUPAC F-1,0.95,1.52,63.34,9.75,4.62,28.66,15.58,2.46,0.59,0.59,140663000000.0,63.5,63.19,56.83 67.47,Nasdaq,Foreign Large Growth,Capital Group,56.83,67.47
204,American Funds EUPAC C,0.9,1.51,60.41,9.31,4.44,27.77,14.75,1.74,0.59,0.59,140663000000.0,60.65,60.55,54.48 64.59,Nasdaq,Foreign Large Growth,Capital Group,54.48,64.59
205,American Funds EUPAC F-2,0.96,1.53,63.66,9.93,4.69,29.03,15.92,2.74,0.59,0.59,140663000000.0,63.79,63.45,57.05 67.76,Nasdaq,Foreign Large Growth,Capital Group,57.05,67.76
206,American Funds EUPAC A,0.96,1.53,63.75,9.78,4.63,28.72,15.6,2.5,0.59,0.59,140663000000.0,63.9,63.57,57.17 67.88,Nasdaq,Foreign Large Growth,Capital Group,57.17,67.88
207,American Funds EUPAC 529-A,0.93,1.51,62.48,9.78,4.64,28.69,15.56,2.47,0.59,0.59,140663000000.0,62.65,62.39,56.10 66.60,Nasdaq,Foreign Large Growth,Capital Group,56.1,66.6
208,American Funds EUPAC 529-C,0.89,1.52,59.43,9.27,4.43,27.7,14.7,1.69,0.59,0.59,140663000000.0,59.69,59.65,53.66 63.61,Nasdaq,Foreign Large Growth,Capital Group,53.66,63.61
209,American Funds EUPAC 529-E,0.91,1.51,61.35,9.61,4.57,28.39,15.33,2.23,0.59,0.59,140663000000.0,61.56,61.38,55.19 65.50,Nasdaq,Foreign Large Growth,Capital Group,55.19,65.5
210,American Funds EUPAC 529-F-3,0.95,1.51,63.74,7.26,0.25,16.05,2.84,27.4,0.59,0.59,140663000000.0,63.87,63.52,57.12 67.84,Nasdaq,Foreign Large Growth,Capital Group,57.12,67.84
211,American Funds EUPAC F-3,0.96,1.52,64.04,9.99,4.73,29.19,16.06,2.85,0.59,0.59,140663000000.0,64.16,63.8,57.36 68.14,Nasdaq,Foreign Large Growth,Capital Group,57.36,68.14
212,American Funds EUPAC 529-F-2,0.96,1.53,63.81,7.26,0.25,16.05,2.84,27.4,0.59,0.59,140663000000.0,63.94,63.59,57.18 67.91,Nasdaq,Foreign Large Growth,Capital Group,57.18,67.91
213,American Funds EUPAC R-2E,0.93,1.52,62.09,9.49,4.51,28.13,15.11,2.02,0.59,0.59,140663000000.0,62.29,62.09,55.86 66.26,Nasdaq,Foreign Large Growth,Capital Group,55.86,66.26
214,American Funds EUPAC R-1,0.88,1.52,58.59,9.29,4.42,27.77,14.78,1.72,0.59,0.59,140663000000.0,58.86,58.87,52.94 62.76,Nasdaq,Foreign Large Growth,Capital Group,52.94,62.76
215,American Funds EUPAC R-2,0.88,1.51,59.18,9.31,4.44,27.76,14.78,1.74,0.59,0.59,140663000000.0,59.45,59.42,53.44 63.36,Nasdaq,Foreign Large Growth,Capital Group,53.44,63.36
216,American Funds EUPAC R-3,0.92,1.52,61.34,9.59,4.55,28.35,15.29,2.19,0.59,0.59,140663000000.0,61.54,61.37,55.19 65.48,Nasdaq,Foreign Large Growth,Capital Group,55.19,65.48
217,American Funds EUPAC R-4,0.93,1.53,61.72,9.78,4.63,28.71,15.64,2.49,0.59,0.59,140663000000.0,61.9,61.68,55.46 65.84,Nasdaq,Foreign Large Growth,Capital Group,55.46,65.84
218,American Funds EUPAC R-5,0.96,1.53,63.84,9.97,4.71,29.11,15.97,2.8,0.59,0.59,140663000000.0,63.96,63.61,57.19 67.93,Nasdaq,Foreign Large Growth,Capital Group,57.19,67.93
219,American Funds EUPAC R-6,0.95,1.51,63.95,10.0,4.73,29.18,16.05,2.84,0.59,0.59,140663000000.0,64.08,63.71,57.28 68.05,Nasdaq,Foreign Large Growth,Capital Group,57.28,68.05
220,American Funds EUPAC R-5E,0.94,1.51,63.18,9.91,4.69,28.98,15.87,2.7,0.59,0.59,140663000000.0,63.33,63.02,56.66 67.29,Nasdaq,Foreign Large Growth,Capital Group,56.66,67.29
221,Fidelity Total Market Index,3.87,1.85,213.32,10.51,4.23,17.05,26.12,25.65,0.01,0.01,138377000000.0,205.99,193.19,173.17 209.45,Nasdaq,Large Blend,Fidelity Investments,173.17,209.45
222,Vanguard Dividend Appreciation Index Fund,1.01,1.55,66.18,9.66,5.0,14.16,14.46,23.62,0.04,0.04,129463000000.0,64.13,61.24,55.88 65.57,Nasdaq,Large Blend,Vanguard,55.88,65.57
223,Vanguard Target Retirement 2035 Fund,0.37,1.25,30.08,7.56,2.26,17.54,17.14,12.96,0.08,0.08,129322000000.0,29.49,28.38,26.25 29.88,Nasdaq,Target-Date 2035,Vanguard,26.25,29.88
224,American Funds Capital Inc Bldr A,0.62,0.74,84.48,10.34,4.12,20.37,8.96,14.99,0.37,0.37,127874000000.0,82.36,80.31,76.19 83.95,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.19,83.95
225,American Funds Capital Inc Bldr F-2,0.61,0.73,84.38,10.48,4.18,20.62,9.21,15.27,0.37,0.37,127874000000.0,82.26,80.22,76.09 83.85,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.09,83.85
226,American Funds Capital Inc Bldr F-3,0.61,0.73,84.44,10.55,4.2,20.75,9.32,15.39,0.37,0.37,127874000000.0,82.32,80.28,76.13 83.91,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.13,83.91
227,American Funds Capital Inc Bldr C,0.62,0.74,84.8,9.86,3.92,19.48,8.14,14.16,0.37,0.37,127874000000.0,82.68,80.61,76.54 84.28,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.54,84.28
228,American Funds Capital Inc Bldr F-1,0.61,0.73,84.48,10.32,4.1,20.28,8.9,14.95,0.37,0.37,127874000000.0,82.36,80.32,76.20 83.95,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.2,83.95
229,American Funds Capital Inc Bldr 529-A,0.61,0.73,84.44,10.35,4.12,20.32,8.94,14.98,0.37,0.37,127874000000.0,82.32,80.28,76.16 83.91,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.16,83.91
230,American Funds Capital Inc Bldr 529-C,0.62,0.74,84.77,9.83,3.9,19.41,8.1,14.11,0.37,0.37,127874000000.0,82.65,80.59,76.53 84.25,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.53,84.25
231,American Funds Capital Inc Bldr 529-E,0.61,0.73,84.49,10.18,4.05,20.05,8.68,14.71,0.37,0.37,127874000000.0,82.38,80.33,76.23 83.97,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.23,83.97
232,American Funds Capital Inc Bldr 529-F,0.03,0.04,81.59,7.54,6.93,20.52,9.09,15.15,0.37,0.37,127874000000.0,81.34,79.75,76.11 82.31,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.11,82.31
233,American Funds Capital Inc Bldr 529-F-2,0.61,0.73,84.49,11.51,2.82,9.32,15.39,17.75,0.37,0.37,127874000000.0,82.37,80.33,76.19 83.96,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.19,83.96
234,American Funds Capital Inc Bldr 529-F-3,0.61,0.73,84.44,11.51,2.82,9.32,15.39,17.75,0.37,0.37,127874000000.0,82.32,80.29,76.14 83.91,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.14,83.91
235,American Funds Capital Inc Bldr R-2E,0.61,0.73,84.0,10.04,3.99,19.77,8.44,14.45,0.37,0.37,127874000000.0,81.9,79.87,75.82 83.48,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,75.82,83.48
236,American Funds Capital Inc Bldr R-1,0.62,0.74,84.6,9.84,3.91,19.45,8.14,14.13,0.37,0.37,127874000000.0,82.49,80.43,76.37 84.08,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.37,84.08
237,American Funds Capital Inc Bldr R-2,0.61,0.73,84.51,9.83,3.9,19.44,8.13,14.14,0.37,0.37,127874000000.0,82.41,80.36,76.30 83.99,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.3,83.99
238,American Funds Capital Inc Bldr R-3,0.61,0.73,84.5,10.14,4.03,19.97,8.62,14.64,0.37,0.37,127874000000.0,82.38,80.34,76.24 83.97,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.24,83.97
239,American Funds Capital Inc Bldr R-4,0.61,0.73,84.45,10.32,4.11,20.34,8.94,14.99,0.37,0.37,127874000000.0,82.33,80.29,76.17 83.92,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.17,83.92
240,American Funds Capital Inc Bldr R-5,0.62,0.74,84.51,10.51,4.18,20.69,9.26,15.35,0.37,0.37,127874000000.0,82.38,80.34,76.19 83.98,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.19,83.98
241,American Funds Capital Inc Bldr R-6,0.62,0.74,84.46,10.54,4.2,20.74,9.32,15.39,0.37,0.37,127874000000.0,82.33,80.3,76.15 83.93,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.15,83.93
242,American Funds Capital Inc Bldr R-5E,0.62,0.74,84.31,10.45,4.15,20.57,9.15,15.23,0.37,0.37,127874000000.0,82.18,80.15,76.02 83.78,Nasdaq,Global Moderately Aggressive Allocation,Capital Group,76.02,83.78
243,Vanguard Wellington Inv,0.53,1.13,47.61,5.38,1.9,16.48,14.33,19.01,0.16,0.16,123365000000.0,46.85,46.27,42.13 49.26,Nasdaq,Moderate Allocation,Vanguard,42.13,49.26
